timesteps,wall_min,level,episodes_at_level,success_rate,fail_rate,top_failure,final_abs_heading_err,ep_rew_mean
1114112,18.656278268496195,V1,4,1.0,0,,0.2591725529974944,297.7024230957031
1118208,18.720971779028574,V1,7,1.0,0,,0.3379883832133288,298.41925048828125
1122304,18.785866951942445,V1,9,1.0,0,,0.3520172334747621,298.8724670410156
1126400,18.853065689404804,V1,12,1.0,0,,0.355393434836851,299.6913757324219
1130496,18.923844488461814,V1,14,1.0,0,,0.35450739950084753,300.25738525390625
1134592,18.994310756524403,V1,17,0.9411764705882353,0,,0.32959967002943563,301.28607177734375
1138688,19.059366484483082,V1,19,0.8421052631578947,0,,0.3429355813012848,301.668212890625
1142784,19.127714765071868,V1,22,0.8636363636363636,0,,0.33479462929797776,302.8292236328125
1146880,19.208208680152893,V1,25,0.88,0,,0.3160681377840106,304.6056823730469
1150976,19.277408679326374,V1,27,0.8888888888888888,0,,0.3029555305086439,305.5950622558594
1155072,19.343154549598694,V1,29,0.896551724137931,0,,0.29868883997574613,305.6902160644531
1159168,19.409182560443877,V1,32,0.90625,0,,0.28016674306765155,307.1399841308594
1163264,19.476966786384583,V1,35,0.9142857142857143,0,,0.26556396945995286,307.9158935546875
1167360,19.54279462893804,V1,37,0.918918918918919,0,,0.25757301704284774,309.2584228515625
1171456,19.61065357128779,V1,40,0.925,0,,0.24965862938245706,310.35443115234375
1175552,19.67851406733195,V1,42,0.9285714285714286,0,,0.24315386872345324,311.1023254394531
1179648,19.74694154262543,V1,45,0.9333333333333333,0,,0.2348247155421335,311.611083984375
1183744,19.812614127000174,V1,47,0.9361702127659575,0,,0.23142800941784275,312.847412109375
1187840,19.894379949569704,V1,50,0.94,0,,0.22359086776752415,314.12921142578125
1191936,19.99282765785853,V1,53,0.9433962264150944,0,,0.2165089526919665,315.4634094238281
1196032,20.062733455499014,V1,55,0.9454545454545454,0,,0.20462645939402033,316.3604431152344
1200128,20.12834024031957,V1,58,0.9482758620689655,0,,0.18112125042198,317.6048889160156
1204224,20.19575306971868,V1,60,0.95,0,,0.17352466857278512,318.5461120605469
1208320,20.26552903652191,V1,63,0.9523809523809523,0,,0.15751894923986107,320.6085205078125
1212416,20.330830113093057,V1,65,0.9538461538461539,0,,0.1511471740718725,322.0697326660156
1216512,20.395444464683532,V1,68,0.9558823529411765,0,,0.14082026718478055,323.55487060546875
1220608,20.463370668888093,V1,71,0.9577464788732394,0,,0.1267712637258594,325.58624267578125
1224704,20.5288747270902,V1,73,0.958904109589041,0,,0.12511166022675888,326.8323974609375
